n_estimators,learning_rate,max_depth,min_child_weight,gamma,subsample,colsample_bytree,lambda,alpha,accuracy,f1_score,recall,roc_auc,cv_score,train_score,overfitting
500,0.1,5,3,0.3,0.9,0.7,3,0,0.8411151405258386,0.8397065559861566,0.8411151405258386,0.9287033393958781,0.9276060059926557,0.8972375690607735,OK
500,0.1,8,3,0.0,0.9,0.9,3,0,0.8405485040797824,0.8396833885465197,0.8405485040797824,0.9280248594407886,0.9264096125966306,0.9743589743589743,OK
500,0.1,5,3,0.1,0.9,0.7,3,0,0.8412284678150499,0.83966949248222,0.8412284678150499,0.9282164101823922,0.9274482275073208,0.8983425414364641,OK
500,0.1,5,5,0.1,0.9,0.7,3,0,0.8410018132366274,0.839568434084126,0.8410018132366274,0.9278826348222305,0.9274253158858231,0.8938659866836662,OK
500,0.1,5,5,0.0,0.9,0.7,3,0,0.8411151405258386,0.8395630821596378,0.8411151405258386,0.9280732603376105,0.9271025109500725,0.89505595693441,OK
500,0.1,8,5,0.1,0.7,0.9,1,1,0.8403218495013599,0.83954530833615,0.8403218495013599,0.9243575518236555,0.9224846982549311,0.9719223686074515,OK
500,0.1,8,3,0.0,0.9,0.7,1,0,0.8402085222121487,0.8395425467234566,0.8402085222121487,0.9283010972951706,0.9271931793070071,0.9776172262360108,OK
500,0.1,8,5,0.0,0.7,0.7,1,0,0.8403218495013599,0.8395154700336236,0.8403218495013599,0.9249178341286809,0.9232317748687443,0.9684941209803088,OK
500,0.1,8,3,0.3,0.7,0.9,1,1,0.8403218495013599,0.8395005147607304,0.8403218495013599,0.9243353463942895,0.9234368982936495,0.9777588893610993,OK
500,0.1,5,5,0.0,0.9,0.9,1,0,0.8408884859474162,0.8394778920146675,0.8408884859474162,0.928689981442275,0.9278793136610772,0.901260801813288,OK
500,0.1,5,3,0.0,0.7,0.9,1,1,0.8407751586582048,0.8394661537614359,0.8407751586582048,0.9265417218043669,0.9265358218100872,0.9036124096897578,OK
500,0.1,5,5,0.3,0.9,0.7,1,1,0.8407751586582048,0.8394661537614359,0.8407751586582048,0.927842560961421,0.9274200425623029,0.897379232185862,OK
500,0.1,5,3,0.1,0.7,0.9,1,1,0.8407751586582048,0.8394346975503084,0.8407751586582048,0.9270892244221788,0.9261481346426462,0.9039524011899702,OK
500,0.1,8,3,0.3,0.9,0.7,3,1,0.8403218495013599,0.8394253764523205,0.8403218495013599,0.9279006478202712,0.9274325149068865,0.9587193653491995,OK
500,0.1,5,3,0.3,0.7,0.9,1,1,0.8410018132366274,0.8394245227972718,0.8410018132366274,0.9267249165966387,0.926073609418317,0.9038390706898994,OK
500,0.1,8,5,0.3,0.9,0.9,1,1,0.8402085222121487,0.839394090508855,0.8402085222121487,0.9259820466790508,0.9269587935972068,0.9653491996033432,OK
500,0.1,8,5,0.0,0.9,0.7,3,1,0.8402085222121487,0.8393791125629274,0.8402085222121487,0.9267235865839422,0.9264134314163235,0.9615809604759881,OK
500,0.1,8,3,0.1,0.9,0.7,1,0,0.8399818676337262,0.8393443926783125,0.8399818676337262,0.9276501428202332,0.9264253209274195,0.977022241110639,OK
500,0.1,8,5,0.0,0.7,0.9,1,1,0.8403218495013599,0.8393344117904554,0.8403218495013599,0.9242986843051793,0.9226348814387949,0.9716673749822922,OK
500,0.1,8,5,0.1,0.9,0.9,1,1,0.8400951949229375,0.8393026232225341,0.8400951949229375,0.9262274918481787,0.9256142805949548,0.9713273834820796,OK
500,0.1,8,3,0.1,0.7,0.9,1,0,0.8400951949229375,0.839242668902673,0.8400951949229375,0.9246215304305748,0.9232591067245128,0.9820371157387732,OK
500,0.1,8,5,0.1,0.9,0.7,3,0,0.8399818676337262,0.8392111334695109,0.8399818676337262,0.9276326791752625,0.9263285105156911,0.9627425981017141,OK
500,0.1,8,3,0.0,0.7,0.9,1,1,0.8402085222121487,0.8391821966337527,0.8402085222121487,0.9249506218329795,0.9226365958759277,0.9804221561127638,OK
500,0.1,8,5,0.3,0.9,0.9,1,0,0.839868540344515,0.8391641804192418,0.839868540344515,0.9264427225984422,0.9261710689305254,0.9683524578552203,OK
500,0.1,8,3,0.0,0.7,0.9,3,0,0.839868540344515,0.8390748452256845,0.839868540344515,0.9244485709534017,0.9232341429229212,0.9760305992350191,OK
500,0.1,8,3,0.3,0.7,0.7,1,0,0.839868540344515,0.8390448739225778,0.839868540344515,0.9242860202712437,0.9237195557014916,0.977985550361241,OK
500,0.1,8,3,0.3,0.7,0.9,3,0,0.839868540344515,0.8390148059245053,0.839868540344515,0.9246888406383412,0.9235016241042174,0.9752372857345233,OK
500,0.1,5,5,0.3,0.7,0.9,1,0,0.8405485040797824,0.8389828521930646,0.8405485040797824,0.9272071907656871,0.9257712592588806,0.9012041365632526,OK
500,0.1,5,5,0.1,0.9,0.7,1,1,0.8404351767905711,0.8389727587857179,0.8404351767905711,0.9282418828168606,0.9276193090351708,0.8972659016857912,OK
500,0.1,5,3,0.1,0.9,0.9,1,1,0.8404351767905711,0.8389407642844215,0.8404351767905711,0.9286780113280073,0.9280938998937982,0.9048873778155546,OK
500,0.1,8,5,0.3,0.7,0.9,3,1,0.8399818676337262,0.8388925829212572,0.8399818676337262,0.9239749707801993,0.9230301217800884,0.96353591160221,OK
500,0.1,5,3,0.3,0.7,0.9,3,0,0.8403218495013599,0.8388823404308863,0.8403218495013599,0.9272480163728033,0.925493929713482,0.9017707890636067,OK
500,0.1,8,5,0.0,0.9,0.9,3,1,0.8397552130553038,0.838832819011425,0.8397552130553038,0.9256905136786601,0.9256041506672922,0.9662558436039099,OK
500,0.1,5,5,0.0,0.7,0.9,1,1,0.8403218495013599,0.8388022972839169,0.8403218495013599,0.9259026217904192,0.9256213178099649,0.9004108230627568,OK
500,0.1,5,5,0.3,0.7,0.7,3,1,0.8400951949229375,0.8387014377401316,0.8400951949229375,0.925736428030006,0.9258058245145341,0.893214336308259,OK
500,0.1,8,3,0.0,0.9,0.9,1,0,0.8395285584768812,0.8386956194248972,0.8395285584768812,0.9265602841554779,0.9267112907041959,0.9813854653633659,OK
500,0.1,8,3,0.1,0.7,0.9,1,1,0.83941523118767,0.8386641919563844,0.83941523118767,0.9235154803069068,0.9227887139975071,0.9803938234877462,OK
500,0.1,8,5,0.3,0.7,0.7,3,0,0.8395285584768812,0.8385591515463154,0.8395285584768812,0.9248774133080376,0.9239287535724865,0.9631109222269443,OK
500,0.1,8,5,0.0,0.7,0.7,3,0,0.8395285584768812,0.8385438666951524,0.8395285584768812,0.9241947120083029,0.9245294356246253,0.9627425981017141,OK
500,0.1,5,5,0.1,0.7,0.7,1,1,0.839868540344515,0.8385362767745284,0.839868540344515,0.9254801981927094,0.9259708066737229,0.8966142513103839,OK
500,0.1,8,5,0.3,0.9,0.9,3,1,0.83941523118767,0.8384984822429487,0.83941523118767,0.9269877964974175,0.9264045992392342,0.9605043207253152,OK
500,0.1,5,3,0.0,0.7,0.7,1,1,0.8399818676337262,0.8384671294824034,0.8399818676337262,0.9261414168960649,0.9264018377629979,0.8997025074373141,OK
500,0.1,8,5,0.0,0.7,0.9,3,1,0.8393019038984587,0.838437589700911,0.8393019038984587,0.9237672574930024,0.9226809749464916,0.9659441847287151,OK
500,0.1,8,5,0.0,0.7,0.9,1,0,0.8391885766092475,0.838406524151169,0.8391885766092475,0.9240643996773736,0.9229573220877793,0.9718657033574161,OK
500,0.1,5,5,0.0,0.7,0.7,3,0,0.8399818676337262,0.8384025586864444,0.8399818676337262,0.9263619098704752,0.9255159763331238,0.8951409548094631,OK
500,0.1,5,3,0.3,0.7,0.9,3,1,0.839868540344515,0.8383607783298439,0.839868540344515,0.9265497597071843,0.9259671671782327,0.8989091939368182,OK
500,0.1,5,3,0.3,0.9,0.7,3,1,0.839868540344515,0.8382637782627671,0.839868540344515,0.9279241832623337,0.9275761599865634,0.8965859186853662,OK
500,0.1,8,5,0.3,0.7,0.7,1,0,0.8390752493200363,0.8382248488577254,0.8390752493200363,0.9242486353491469,0.9230252935141017,0.96798413372999,OK
500,0.1,5,3,0.3,0.7,0.7,3,1,0.8396418857660924,0.8381480914241795,0.8396418857660924,0.9258527174009841,0.9259521004209732,0.8965009208103131,OK
500,0.1,5,3,0.0,0.7,0.9,3,1,0.839868540344515,0.8381330371481773,0.839868540344515,0.9260755234409532,0.925786077887909,0.8993625159371016,OK
500,0.1,8,5,0.3,0.9,0.7,3,1,0.838961922030825,0.8380730183880224,0.838961922030825,0.9273581182934109,0.9271551620293801,0.9538178212211361,OK
500,0.1,8,5,0.1,0.7,0.9,1,0,0.8388485947416138,0.8380573696030078,0.8388485947416138,0.9249440874227755,0.9231297473284348,0.9716390423572744,OK
500,0.1,5,3,0.0,0.7,0.9,3,0,0.8397552130553038,0.83802670605524,0.8397552130553038,0.9269033117778753,0.9254159173529157,0.9023374415639609,OK
500,0.1,5,3,0.3,0.7,0.7,1,0,0.8395285584768812,0.838025654990583,0.8395285584768812,0.9258155926987622,0.926185247281769,0.9031874203144922,OK
500,0.1,8,5,0.1,0.7,0.7,3,0,0.8388485947416138,0.8379666639385697,0.8388485947416138,0.9246824218814153,0.9244090338529748,0.9628559286017849,OK
500,0.1,8,5,0.3,0.7,0.7,3,1,0.838961922030825,0.8379352989228914,0.838961922030825,0.9246541446549565,0.9234960371827938,0.9588610284742881,OK
500,0.1,8,5,0.0,0.7,0.9,3,0,0.838961922030825,0.837904425009089,0.838961922030825,0.9245856779144105,0.923320956510351,0.9675874769797421,OK
500,0.1,8,5,0.1,0.9,0.9,1,0,0.8383952855847688,0.8377217529274107,0.8383952855847688,0.9261142094624274,0.9255572434947743,0.9704774047315484,OK
500,0.1,5,3,0.0,0.7,0.7,3,0,0.8391885766092475,0.8376744122081023,0.8391885766092475,0.9260097745524393,0.9260581454642918,0.8976058931860037,OK
500,0.1,8,5,0.0,0.7,0.7,3,1,0.8387352674524026,0.8376607864364533,0.8387352674524026,0.9250755562864843,0.9235994820300055,0.9603059923501912,OK
500,0.1,8,3,0.1,0.9,0.9,3,1,0.8383952855847688,0.8376469862083364,0.8383952855847688,0.9262362236706638,0.9256547413879946,0.9730273409831421,OK
500,0.1,8,3,0.1,0.7,0.7,3,1,0.8388485947416138,0.8376422525306502,0.8388485947416138,0.925062429639437,0.9238552708417742,0.9674741464796713,OK
500,0.1,5,3,0.3,0.7,0.7,1,1,0.8391885766092475,0.8376420422143169,0.8391885766092475,0.926170735002025,0.9262288622334008,0.8995608443122255,OK
500,0.1,5,5,0.1,0.7,0.7,3,0,0.8391885766092475,0.8376420422143169,0.8391885766092475,0.925565492485197,0.9258460469323747,0.8954242810596402,OK
500,0.1,5,5,0.1,0.7,0.7,1,0,0.838961922030825,0.8376061958854008,0.838961922030825,0.9266136870565709,0.9258138516287022,0.8981158804363224,OK
500,0.1,5,5,0.0,0.7,0.7,1,1,0.838961922030825,0.8375582870508341,0.838961922030825,0.9248729028301977,0.9259556659219867,0.8979742173112338,OK
500,0.1,5,5,0.3,0.7,0.7,1,0,0.8388485947416138,0.8374839397264935,0.8388485947416138,0.9261164068747085,0.9257775504261666,0.8989941918118713,OK
500,0.1,5,5,0.1,0.9,0.9,3,1,0.8390752493200363,0.8374706952905131,0.8390752493200363,0.928151962393255,0.9271840755724086,0.8971809038107381,OK
500,0.1,8,3,0.1,0.9,0.7,3,1,0.8381686310063463,0.8374192821216723,0.8381686310063463,0.9266044058810154,0.9264199045146094,0.9688341124805213,OK
500,0.1,8,3,0.0,0.9,0.9,3,1,0.8383952855847688,0.8374036397650333,0.8383952855847688,0.9268825520144833,0.9261597285575596,0.9738773197336733,OK
500,0.1,5,3,0.1,0.7,0.7,1,0,0.838961922030825,0.8373806915183688,0.838961922030825,0.9260051484213212,0.9259559292839338,0.9039524011899702,OK
500,0.1,5,3,0.0,0.7,0.7,1,0,0.8387352674524026,0.8372814552399938,0.8387352674524026,0.9267950603097148,0.925925545950698,0.903300750814563,OK
500,0.1,5,3,0.1,0.7,0.9,3,0,0.8386219401631912,0.8370780868590972,0.8386219401631912,0.9269056248434344,0.9259785342413132,0.9014024649383765,OK
500,0.1,5,5,0.1,0.7,0.9,1,1,0.8386219401631912,0.8370780868590972,0.8386219401631912,0.9259980357447273,0.9256626728150964,0.9001841620626151,OK
500,0.1,8,5,0.1,0.7,0.9,3,1,0.8378286491387126,0.8370096789340776,0.8378286491387126,0.9243118109522266,0.9230466686401575,0.9669924918543703,OK
500,0.1,8,3,0.0,0.7,0.9,3,1,0.8378286491387126,0.8369487768372919,0.8378286491387126,0.9237992934509944,0.9231905492439285,0.9737356566085847,OK
500,0.1,8,5,0.1,0.7,0.7,1,0,0.8379419764279239,0.8369320883603854,0.8379419764279239,0.9245564176350894,0.9239625400356569,0.9696840912310526,OK
500,0.1,5,3,0.3,0.7,0.7,3,0,0.8383952855847688,0.8369303358665088,0.8383952855847688,0.9261777609386607,0.9260287257091744,0.8964725881852954,OK
500,0.1,8,3,0.0,0.7,0.7,1,1,0.8378286491387126,0.8368874821443917,0.8378286491387126,0.9240606409458404,0.924057417468575,0.9756339424847712,OK
500,0.1,5,3,0.1,0.7,0.7,3,0,0.8382819582955575,0.8368078967593716,0.8382819582955575,0.9260339460875304,0.9262043859326354,0.8983142088114464,OK
500,0.1,5,5,0.0,0.7,0.7,1,0,0.8381686310063463,0.8367982179531875,0.8381686310063463,0.9266913193193943,0.9252226480435007,0.8991075223119422,OK
500,0.1,8,3,0.3,0.7,0.7,3,0,0.8377153218495014,0.836796544843794,0.8377153218495014,0.9244836138966203,0.923872211350884,0.9703357416064599,OK
500,0.1,8,3,0.1,0.7,0.9,3,0,0.8377153218495014,0.8367811858729565,0.8377153218495014,0.9247261388204799,0.9237222434062913,0.9767389148604618,OK
500,0.1,5,5,0.3,0.7,0.9,3,0,0.83850861287398,0.8367417748366606,0.83850861287398,0.9259970526918648,0.9248477390257921,0.8979742173112338,OK
500,0.1,5,5,0.1,0.7,0.9,3,1,0.8383952855847688,0.8367347015462049,0.8383952855847688,0.9252191398310583,0.9254807106376187,0.8968692449355433,OK
500,0.1,8,3,0.1,0.7,0.7,1,0,0.8377153218495014,0.8367195036069619,0.8377153218495014,0.9246451236992765,0.9235611536603432,0.9794021816121263,OK
500,0.1,5,5,0.0,0.7,0.9,1,0,0.8381686310063463,0.8367177880996998,0.8381686310063463,0.9263656396886891,0.9256500610507332,0.9020824479388015,OK
500,0.1,5,5,0.1,0.7,0.7,3,1,0.8383952855847688,0.8367017410846201,0.8383952855847688,0.9251461336993528,0.9256231918155653,0.8933559994333475,OK
500,0.1,5,3,0.1,0.7,0.9,3,1,0.8382819582955575,0.8366448806894328,0.8382819582955575,0.926349968669527,0.9258574172315843,0.8982292109363933,OK
500,0.1,8,5,0.1,0.7,0.9,3,0,0.8376019945602902,0.8366441055098434,0.8376019945602902,0.924824328453459,0.9231279236572464,0.9671341549794589,OK
500,0.1,8,3,0.3,0.7,0.7,3,1,0.8373753399818676,0.8365844694551992,0.8373753399818676,0.9248108548465779,0.9240252130113606,0.9643292251027058,OK
500,0.1,8,3,0.1,0.7,0.7,3,0,0.8374886672710788,0.8365686070572629,0.8374886672710788,0.9247711279456022,0.9241436826846673,0.9718090381073806,OK
